,bin_serial,Latitudine,Longitudine,counts
665,1219014464,45.47201099919647,9.206708491460404,201
137,219011051,45.501916501573156,9.246833079500108,201
2891,5018009399,45.4919783,9.2368283,201
1257,3718005747,45.5137717243332,9.213931345739752,201
373,219011828,45.488861882227965,9.22867128280336,202
2933,5018009448,45.485703902239855,9.216713203087352,202
2650,4318007936,45.50128039942708,9.195590015344235,202
12,119010142,45.4801903,9.2259397,202
1112,3718005510,45.522607,9.2143738,203
1716,4118006431,45.5095136,9.1923475,203
1120,3718005520,45.5172357,9.209584199999998,203
759,1219014564,45.48590746485739,9.202345833393792,203
1179,3718005605,45.46819499609396,9.215851830133717,203
521,1219014041,45.4752759103195,9.205769975974476,203
1,119010131,45.476340140258685,9.223657262875236,203
2596,4318007841,45.507676651944635,9.194736191298718,203
2595,4318007840,45.5138353,9.2020113,203
1813,4118006565,45.52372829218235,9.205002098546855,203
1338,3718005871,45.51774683296557,9.212541906674346,204
874,1219014700,45.4857295,9.2164752,204
716,1219014517,45.48082593083559,9.186991902138061,204
691,1219014490,45.47627089592264,9.200688415910577,204
936,1419015154,45.478480156035396,9.225324548888466,204
698,1219014497,45.46813794399753,9.206971676134117,204
2898,5018009408,45.5139406882516,9.245277912415759,205
362,219011816,45.49662207189243,9.233821381101166,205
3126,5018010108,45.47661083470932,9.224043754280387,205
1639,3718006309,45.495508345648524,9.194075132154694,205
2707,4318008000,45.51914291097247,9.205259876539683,205
1814,4118006566,45.523822082534195,9.205031172499957,205
1804,4118006554,45.4939156669534,9.188296634728204,205
2705,4318007998,45.51854898782838,9.192107187625652,206
2782,4318008117,45.51875112450257,9.191446853914618,206
2694,4318007986,45.50431988867739,9.188865733978103,206
2833,5018009330,45.51416752176056,9.236237146539906,206
2892,5018009400,45.515940325716016,9.244700897030498,206
1880,4118006660,45.486974771054896,9.253046628646644,206
863,1219014682,45.4841881,9.214554,206
1250,3718005733,45.513947989217094,9.22125741260777,206
989,1419015265,45.47898641028408,9.22657870203193,206
1273,3718005772,45.51098282907161,9.215691070159778,207
809,1219014614,45.48645237035199,9.206773225574123,207
551,1219014324,45.47782706002573,9.208331306535342,207
2641,4318007917,45.518122637442204,9.204316333693557,207
2017,4118006979,45.4890323,9.1845658,207
9,119010139,45.4800422,9.2267372,207
1688,4118006377,45.48818733654973,9.203427464478636,208
818,1219014623,45.47408954254444,9.206207543050027,208
1938,4118006802,45.47203625393232,9.243989325700907,208
1661,4118006341,45.52660545575988,9.209052331667747,208
2719,4318008014,45.5129482,9.1846332,209
687,1219014486,45.47422173884982,9.206586254248123,209
2377,4318007578,45.52210585251605,9.227754394586897,209
428,219011888,45.4750141,9.2083637,210
211,219011658,45.4811540234454,9.209069742513977,210
462,219011924,45.47493832834757,9.21803702883608,210
3019,5018009635,45.478034858399724,9.235481994807515,210
306,219011758,45.480851882879655,9.222767792883246,210
3023,5018009639,45.4709057,9.2351136,211
754,1219014558,45.48013847775881,9.18771360524579,211
240,219011690,45.47518970000001,9.221406300000002,211
2090,4118007063,45.49286637718356,9.200259823498527,211
1188,3718005617,45.468207588379286,9.210404740760737,211
973,1419015248,45.4771713,9.2266013,212
1285,3718005787,45.487231003523426,9.207732588078102,212
2681,4318007970,45.52226483407665,9.196104742583657,212
301,219011753,45.48109287173094,9.216193157427256,212
2889,5018009394,45.510806660181906,9.247920797830943,212
2957,5018009569,45.49143540401967,9.226563170705957,213
1821,4118006578,45.5170375,9.1926841,213
3108,5018009849,45.51208948255066,9.25913420967845,213
3051,5018009671,45.479324882029935,9.226767882020113,213
974,1419015249,45.47742597104685,9.226761930249037,213
459,219011921,45.4748347,9.2215611,213
365,219011820,45.4918698,9.2298722,213
740,1219014543,45.48023090821509,9.19280169269143,213
356,219011809,45.5020234,9.2215152,213
738,1219014541,45.48207761858222,9.182656771996447,213
2824,4718009319,45.50301634255774,9.226160264804776,214
741,1219014544,45.481695703927905,9.183812367681641,214
490,519011953,45.474029242973614,9.216910844561198,214
2597,4318007844,45.50887233167604,9.190528100356461,214
2669,4318007958,45.506058236359976,9.194764382790368,214
366,219011821,45.502455354272,9.228009999882827,214
2129,4118007104,45.50210864806159,9.21197860799623,214
1261,3718005753,45.51395451683897,9.221098627584636,215
2522,4318007759,45.5018995,9.1912428,215
568,1219014359,45.4752587150704,9.204589300118641,215
2886,5018009390,45.51771456594189,9.245257293051964,216
2383,4318007588,45.47760259467483,9.234390602252232,216
814,1219014619,45.48623709982797,9.206983803449019,216
2580,4318007825,45.50209057063788,9.192639865641466,216
2718,4318008013,45.50013869523025,9.190471705943992,216
2349,4318007542,45.47086667144784,9.2230922330358,216
2381,4318007586,45.51433689733169,9.227919964637863,216
2555,4318007800,45.518849508577134,9.206552180045604,216
145,219011586,45.50005697616636,9.239543427490617,216
1095,3718005489,45.486862410315936,9.208360775955613,216
3072,5018009709,45.48105604507823,9.235388681650079,217
3031,5018009647,45.4709595,9.2299969,217
864,1219014683,45.4839999,9.2144472,217
2302,4318007487,45.4866919,9.2190548,217
1902,4118006708,45.4879314733705,9.231658146579091,217
2528,4318007766,45.51375991715955,9.193085268469645,217
1935,4118006797,45.474494473347036,9.247692097159415,217
2564,4318007809,45.50072770134931,9.19543825543019,218
1649,3718006323,45.52585592557866,9.208276269858176,218
2507,4318007737,45.51559091356265,9.241123756708364,218
1824,4118006582,45.51006610062744,9.196402488664603,218
2682,4318007972,45.51281590315467,9.191331994561892,218
2645,4318007927,45.48364916064304,9.187614595759896,218
357,219011810,45.50331157676009,9.223981248728023,219
1302,3718005804,45.49249348359273,9.215243925812047,219
2993,5018009608,45.496254,9.2302884,219
530,1219014057,45.475469200000006,9.205787,219
3060,5018009686,45.509452444790284,9.26679199322166,219
2603,4318007851,45.4980977114766,9.191213490142216,219
1444,3718006046,45.47580296516424,9.21229545280778,220
2226,4318007388,45.48567326164702,9.229997909036,220
855,1219014668,45.4850508,9.2155555,220
554,1219014333,45.477894583517845,9.208650266519044,220
2656,4318007944,45.507813722585,9.195407990479225,220
268,219011719,45.4739004,9.2079449,220
1028,2718001329,45.467969079409635,9.21753835311688,220
934,1419015152,45.477813156685066,9.224653637337383,220
840,1219014646,45.484608392326834,9.20509274206904,221
1426,3718006020,45.515554640339076,9.210836948444694,221
957,1419015231,45.47699556441278,9.2265778552196,221
997,1419015273,45.47867883239178,9.226603352497476,221
636,1219014435,45.48059761412792,9.187454489864306,221
1656,4118006331,45.4950839977132,9.190112796401651,221
367,219011822,45.5039544,9.22412,222
1140,3718005541,45.51789263259169,9.222686360194645,222
1343,3718005882,45.51916433746597,9.207461752527706,222
266,219011717,45.47529158265289,9.2132152153099,222
1646,3718006317,45.5213988627837,9.203585209101902,222
302,219011754,45.47992871499986,9.222913399996855,222
3018,5018009634,45.4714018,9.2377509,222
2189,4118007176,45.483613894971846,9.186287979089457,222
1216,3718005692,45.51325828436842,9.216849711938721,222
2612,4318007860,45.51751163953372,9.186852262685647,222
2164,4118007142,45.486709216685675,9.191476001720504,223
1125,3718005525,45.5223826,9.214229199999998,223
1483,3718006120,45.51393570000001,9.208329199999998,223
2499,4318007728,45.516921722003524,9.230146109807038,223
2211,4318007369,45.47394513204917,9.227421338381987,223
2609,4318007857,45.518937098324116,9.199626712524378,223
3090,5018009827,45.51192963880776,9.260263382732774,223
571,1219014366,45.47764312459071,9.208077047054758,223
43,119010892,45.5144764,9.2321831,223
221,219011669,45.480291418000405,9.207072938852548,224
426,219011886,45.476486502930854,9.217395797917105,224
870,1219014694,45.483417407503396,9.21379161492905,224
1027,2718001319,45.467807976430464,9.217504505627858,224
2869,5018009368,45.5077695,9.2234653,224
3134,5018010116,45.479366130223895,9.223805895770283,224
440,219011900,45.4745188,9.2087283,224
2207,4318007365,45.502102701033785,9.24706633809285,224
1247,3718005730,45.50970713042437,9.213878266504707,224
1517,3718006164,45.5083306,9.2085883,225
1869,4118006639,45.48889666882768,9.241906519196165,225
896,1219014724,45.478505890700674,9.19829516932282,225
115,219011027,45.49670439355546,9.238326995460511,226
2221,4318007382,45.47085883758412,9.226029806566203,226
1481,3718006118,45.489205931908074,9.200553876167989,226
1846,4118006613,45.47101710810502,9.244435116783961,226
1127,3718005527,45.523576125766155,9.213441058440822,226
2241,4318007411,45.51663920780755,9.179864982405434,226
2825,4718009320,45.50266299793714,9.227967663823732,226
471,519011933,45.47665766390993,9.206746396593415,226
199,219011645,45.48530607009839,9.209088033657963,226
660,1219014459,45.4812902,9.1856356,226
2049,4118007014,45.49232337620785,9.198391489388086,227
2197,4118007194,45.51713431542093,9.188710943807678,227
3123,5018010105,45.4702855,9.2267334,227
2637,4318007911,45.4836836565869,9.186809680737724,227
1681,4118006368,45.51973174415953,9.218788577090436,227
1697,4118006392,45.4950925,9.1965716,227
1908,4118006723,45.4826195,9.1932458,227
222,219011670,45.48407535155134,9.214333556772543,227
111,219011023,45.49261370000001,9.2379754,228
1650,3718006324,45.52690681713904,9.209405144068226,228
429,219011889,45.47708351431443,9.216832681104163,228
1733,4118006457,45.502332991425284,9.247391247662787,228
3024,5018009640,45.4710804,9.2401533,228
2093,4118007066,45.49564583868601,9.196533774724458,228
2146,4118007121,45.4988293334985,9.198367935238252,228
2735,4318008030,45.51947646375046,9.197405313874356,229
3003,5018009618,45.50311977542408,9.232345419193054,229
2345,4318007537,45.47684815112477,9.228919247445447,229
986,1419015262,45.478598906353476,9.226482577473805,229
1463,3718006073,45.48961699037221,9.197356606460858,229
2741,4318008041,45.48288126995275,9.190815822436434,230
538,1219014069,45.4754926,9.2059045,230
2899,5018009409,45.51705594373587,9.2458041784123,230
623,1219014422,45.47501829750083,9.202803500286793,230
105,219011015,45.49129790203822,9.241992501456933,231
858,1219014672,45.4863345,9.2162438,231
2471,4318007690,45.4961105088041,9.219836747008005,231
2031,4118006995,45.490716600000006,9.2026129,231
2625,4318007884,45.50173532117278,9.194484060021637,231
2137,4118007112,45.504073010421344,9.211812653389188,232
1777,4118006518,45.501491608837355,9.200515979100146,232
2946,5018009462,45.48443530487271,9.217601789707828,232
1560,3718006210,45.49595677085207,9.21803691745322,232
2717,4318008012,45.489001052924976,9.187497128611426,232
602,1219014398,45.4859321664846,9.206630626181665,232
2251,4318007425,45.48102539170271,9.20366748164679,233
2277,4318007457,45.503786771715575,9.194645038743829,233
945,1419015164,45.47840277136599,9.224349223005676,233
2111,4118007085,45.4921537,9.1882663,233
2679,4318007968,45.51910446550638,9.197029443446354,233
2649,4318007935,45.5092875,9.1833271,233
1563,3718006213,45.480587456627205,9.206253245982907,233
581,1219014377,45.485495382266684,9.20618768550571,233
292,219011743,45.47856942989228,9.22048700529649,233
72,119010928,45.51063586241352,9.251758371463213,234
193,219011639,45.486372759938966,9.21328517637221,234
813,1219014618,45.47479405947581,9.204604232832251,234
1269,3718005765,45.480970777093674,9.213279908209188,234
2723,4318008018,45.51861656200786,9.207160168079897,234
2857,5018009356,45.5079686,9.2269765,234
2206,4318007364,45.521023885783116,9.227349593754752,235
82,219010941,45.510446247321156,9.243269085546217,235
2574,4318007819,45.5010918,9.1900989,235
2156,4118007131,45.51185649402393,9.208971294733828,235
1215,3718005691,45.5142693,9.208115199999998,235
1784,4118006525,45.49998940217351,9.199101873746258,235
2627,4318007886,45.51906059447249,9.204919224234914,235
752,1219014556,45.48025296375397,9.192807952242674,235
1313,3718005818,45.487909304504214,9.212337861779588,235
2671,4318007960,45.501503518431136,9.193001031846393,235
1542,3718006190,45.51937912990071,9.213344313021253,235
343,219011796,45.50040540840194,9.228870599999935,235
553,1219014330,45.47869331992778,9.209180058266382,236
1954,4118006843,45.48508928139932,9.238246588722065,236
464,219011926,45.476127862610596,9.208309599321638,236
845,1219014653,45.47505006438426,9.20456766458301,236
2159,4118007135,45.51259876715138,9.203725063356499,236
1212,3718005688,45.49988361403162,9.21053459969653,236
1725,4118006447,45.49469559825739,9.191374689865713,236
543,1219014076,45.47696895363226,9.207773344673114,236
2985,5018009599,45.49633038698406,9.235481125165734,236
1336,3718005865,45.48132,9.1968248,237
2364,4318007560,45.47690190144538,9.231034092806569,237
2693,4318007985,45.520652340165604,9.196760583860849,237
1350,3718005900,45.47678976443759,9.2100178323376,237
2660,4318007948,45.51671508103126,9.200492331413217,237
857,1219014671,45.4844665,9.214764,237
2300,4318007484,45.47855021185653,9.202657138909784,237
2526,4318007763,45.51897455845946,9.196232354539688,238
3105,5018009845,45.504219414879124,9.249718601153065,238
2702,4318007995,45.5012667,9.1918607,238
322,219011774,45.481177284552345,9.216446776018074,238
2145,4118007120,45.4895947549017,9.201080053859982,238
682,1219014481,45.476657499406,9.19989252691937,238
165,219011610,45.50085729421732,9.241153055100426,238
1811,4118006562,45.49323007425014,9.190209954891204,239
1603,3718006265,45.52646678475422,9.209109922653509,239
2084,4118007056,45.51628555651736,9.20661865318982,239
1600,3718006262,45.51168607772606,9.201643873310216,239
220,219011668,45.478080567803715,9.19989482999506,239
2303,4318007488,45.46925223703233,9.210123360355057,239
1208,3718005684,45.5215019,9.2119939,239
453,219011914,45.476028376573574,9.218670467956144,240
1934,4118006795,45.47093830575693,9.242830846558263,240
2438,4318007649,45.496868891201544,9.220126004907343,240
2010,4118006972,45.47804028614779,9.225638343319249,240
2181,4118007163,45.50149702747166,9.20048660071336,240
1056,3618004564,45.519520896368654,9.226606699932518,240
3059,5018009684,45.481164634980004,9.236627414481973,240
382,219011837,45.47007410000001,9.211267,240
1745,4118006474,45.4835869,9.238701,241
1508,3718006154,45.49790958644332,9.195479510177506,241
2430,4318007640,45.47197062466257,9.217416890149368,241
1312,3718005817,45.515690343003854,9.213442335396737,241
195,219011641,45.48159623455822,9.208321204108644,241
2406,4318007612,45.4891313,9.220742800000002,241
2561,4318007806,45.47366016876862,9.213026912844725,241
641,1219014440,45.47761987687048,9.195928851620351,241
685,1219014484,45.480814805726155,9.189063522164588,241
400,219011856,45.48888710000001,9.2262377,241
1052,3618004321,45.48036625871203,9.229806641994513,242
1103,3718005498,45.51415899366785,9.22448449762453,242
1415,3718006000,45.48431323463942,9.194628691107823,242
2727,4318008022,45.51865484320154,9.204566465162882,242
2063,4118007032,45.49097910583853,9.181473006585632,242
309,219011761,45.48069251813981,9.216876592711742,242
2268,4318007446,45.49994966419941,9.190663514344463,242
1063,3618004945,45.48680739036818,9.246135786755527,243
185,219011631,45.48128631626405,9.208838016987896,243
411,219011868,45.4742394,9.2108242,243
99,219011007,45.47182384735426,9.235104892654363,243
630,1219014429,45.4778593191691,9.196137071304747,243
278,219011729,45.47531516676361,9.213296741004,243
1706,4118006413,45.5122021,9.1983608,243
3044,5018009660,45.4709386,9.24147,243
1071,3718005443,45.49959400776162,9.213783018331924,243
2530,4318007768,45.51595175028703,9.203183514371972,243
929,1419015146,45.477788819325816,9.224138219586509,243
2667,4318007956,45.5148007,9.1933032,243
1493,3718006133,45.49280155719965,9.20944538713593,244
2030,4118006994,45.49482874399738,9.200639106304607,244
2072,4118007042,45.49552990616474,9.203730044373627,244
1544,3718006192,45.50889997635482,9.208835229666647,244
231,219011679,45.47777507932533,9.21509861709319,244
2576,4318007821,45.473178214127294,9.214336920379537,244
2677,4318007966,45.51884314769246,9.19210769868846,244
1742,4118006470,45.4855638,9.2464201,244
2716,4318008011,45.5238997,9.1796398,244
1438,3718006037,45.5178627070939,9.210232073986164,245
1758,4118006493,45.5095136,9.1923475,245
3047,5018009665,45.482992989106386,9.237576773064118,245
658,1219014457,45.47576463313797,9.201794316399626,245
2321,4318007508,45.472920545658596,9.217956414608123,245
614,1219014412,45.485902653905754,9.20717868713109,245
427,219011887,45.47076678169282,9.210112985077217,245
1835,4118006600,45.47818913526672,9.225632723385617,246
2665,4318007954,45.51410103444136,9.202149794426873,247
2473,4318007694,45.484069397025365,9.242531868571518,247
1479,3718006116,45.516572657378255,9.21657085785273,247
230,219011678,45.480843510239296,9.209346270520427,247
1504,3718006145,45.526374190705226,9.212334378757646,247
801,1219014606,45.484217690037575,9.202608520386775,247
1458,3718006062,45.4808340329617,9.197331921395973,247
775,1219014580,45.48426768073685,9.202608463113393,247
1922,4118006765,45.499970001528254,9.226709295952562,248
2372,4318007571,45.46979989609042,9.227294493115664,248
204,219011650,45.485508972379705,9.213328849156367,248
2714,4318008009,45.489849248504754,9.18777794044081,248
1530,3718006177,45.4952161854132,9.198085928140586,248
574,1219014370,45.4786045177228,9.226310317408887,248
2788,4318008125,45.5218762598677,9.192421115594245,249
1864,4118006632,45.478034853950795,9.254202873839633,249
2298,4318007482,45.48825395183611,9.221686787268936,249
2819,4718009313,45.481384554625215,9.222036848712262,249
324,219011777,45.505065469324144,9.22280783644976,249
2089,4118007062,45.50433094570773,9.211909086061155,249
1310,3718005815,45.488215667797874,9.214588166668364,249
3076,5018009810,45.50388187581114,9.249276210972196,249
892,1219014720,45.48307748159297,9.201283510609414,249
361,219011815,45.49231210000001,9.229357,249
2232,4318007394,45.47322056896221,9.216962841944225,250
307,219011759,45.48199472885969,9.214847296109838,250
15,119010254,45.51807141972282,9.226162041514726,250
3092,5018009829,45.50375089999999,9.2492725,250
2343,4318007535,45.47105259169819,9.217141365854673,250
3070,5018009706,45.480628898551686,9.234579892512443,250
1015,1419015449,45.480513641589965,9.21100701542298,250
2982,5018009596,45.4962769,9.2301353,250
1791,4118006533,45.500500391452505,9.201704022301099,250
2750,4318008061,45.492152752525634,9.192958705889168,251
1514,3718006161,45.4831195122219,9.198051267234405,251
2091,4118007064,45.4923229,9.1882786,251
385,219011840,45.4843869,9.2224838,251
378,219011833,45.47482634610676,9.210407894304579,251
1785,4118006526,45.49392769339335,9.190959834382967,251
792,1219014597,45.486550748979475,9.202497842330445,251
1362,3718005928,45.47580328391732,9.212205298479148,251
1267,3718005763,45.51139117529802,9.211249175550506,251
1897,4118006698,45.51457223323163,9.228817099024925,252
2202,4118007203,45.48352180736236,9.186757257396721,252
2370,4318007568,45.48176653307557,9.24505094509732,252
663,1219014462,45.47871979894651,9.196851445319794,252
2247,4318007421,45.50094161160211,9.194113191230713,252
533,1219014061,45.47703370000001,9.2075756,252
1024,1419015470,45.481582045529755,9.212041503227852,253
2996,5018009611,45.49653000721103,9.236245288337614,253
2849,5018009347,45.50844620000001,9.2269196,253
2365,4318007561,45.473411,9.2188364,253
308,219011760,45.479212636378286,9.221150094030122,253
1621,3718006288,45.5260779,9.2107028,253
755,1219014559,45.48517511775991,9.20210860151019,253
2975,5018009588,45.49660832900588,9.23507982568094,254
1192,3718005625,45.4684741600023,9.216047192699762,254
939,1419015157,45.477711914410676,9.22452935735987,254
2675,4318007964,45.5124039,9.1873097,254
1205,3718005681,45.51444482214803,9.208866440165933,254
202,219011648,45.4851167,9.209353300000002,254
873,1219014699,45.48568662887676,9.217258619431163,254
2043,4118007007,45.51617730433138,9.20578067120118,254
2792,4718009280,45.48272768605648,9.219021246749547,254
1911,4118006727,45.5026042544754,9.200488351003287,254
395,219011851,45.4747709,9.2112115,255
2465,4318007683,45.480663863826464,9.247440334346608,255
970,1419015245,45.47732067830678,9.226049855843826,255
1385,3718005957,45.48643283263917,9.213327593761504,255
2240,4318007409,45.479758625599814,9.206543471874511,255
2618,4318007871,45.51749113482381,9.195276406115113,255
811,1219014616,45.471776572255145,9.205661900539214,255
1633,3718006302,45.5158709,9.1935089,255
2113,4118007088,45.49284021202812,9.19996281825479,255
1197,3718005648,45.48087339446525,9.216957742178463,256
2492,4318007719,45.494715789779576,9.221555067913867,256
828,1219014633,45.485333585912684,9.20587413850069,256
2098,4118007071,45.49503610703511,9.183102399806105,256
504,519012214,45.491947067271134,9.20398698613792,256
274,219011725,45.483432461820975,9.217248950842077,256
2860,5018009359,45.51615420237518,9.242384231117398,256
399,219011855,45.474795,9.2105608,256
1392,3718005968,45.49616194652616,9.195155648544187,256
1561,3718006211,45.488002600298046,9.212540456900458,257
2745,4318008052,45.494080988774364,9.182703797962974,257
433,219011893,45.47326521901937,9.218119507436539,257
330,219011783,45.4909627,9.2231229,257
2632,4318007896,45.50858565456464,9.190739383827351,257
1060,3618004938,45.48003506879506,9.242709497928788,257
1243,3718005725,45.495341004269704,9.197538575676845,258
2039,4118007003,45.49863447861446,9.207239907701704,258
714,1219014515,45.48197800000001,9.1826868,259
2502,4318007731,45.47921380374628,9.236717560602756,259
2766,4318008087,45.483776771549024,9.187084376462623,259
1093,3718005483,45.51319096733839,9.21385811472146,259
2453,4318007667,45.46856789803239,9.233141697988684,259
2142,4118007117,45.485752045538995,9.192288118143097,259
491,519011954,45.47605143124389,9.219173325131237,259
1456,3718006059,45.518765795507385,9.207255582655993,259
2193,4118007182,45.48369602901595,9.187694765265064,259
506,519012485,45.46761710000001,9.2073174,260
2730,4318008025,45.507014911553604,9.198427289807,260
522,1219014042,45.47732392605589,9.207830038763634,260
136,219011050,45.50024705151982,9.243077234327757,260
1789,4118006531,45.49219545553911,9.199909290985373,260
732,1219014534,45.47447232668258,9.20410453482259,260
742,1219014545,45.48037575549835,9.192841951077526,261
1258,3718005750,45.48050505743072,9.214210308320958,261
3116,5018010098,45.4935939,9.2364106,261
3112,5018009854,45.51212329134732,9.267176239468428,261
1406,3718005988,45.48252403076459,9.211843305377442,261
2809,4718009300,45.48277285722927,9.22370580042593,262
803,1219014608,45.48703878191692,9.20224050093634,262
1361,3718005926,45.5061839222644,9.207992374322998,262
1596,3718006258,45.49625298705504,9.192498267189878,262
3025,5018009641,45.50108644668068,9.2386987351955,262
733,1219014535,45.48355498684887,9.188195400960012,262
1222,3718005698,45.51348152416724,9.219772577964703,262
1318,3718005824,45.51178690108107,9.209199382962195,262
125,219011039,45.49434916649145,9.2374274632798,263
263,219011714,45.479571458430854,9.211194772762838,263
2863,5018009362,45.50556164746381,9.227442247850377,263
2643,4318007923,45.48348874732454,9.186789032070807,263
2019,4118006981,45.48549832019021,9.190357826762238,263
545,1219014078,45.474863166995114,9.205377592286824,263
744,1219014547,45.48283703795832,9.187348897964512,263
2312,4318007497,45.47338585259917,9.223257336367283,263
849,1219014659,45.48594290053575,9.216012705557203,264
290,219011741,45.47629937479953,9.211293230630645,264
2356,4318007550,45.49968843221795,9.225004095990695,264
2398,4318007604,45.490948,9.2182157,264
2253,4318007427,45.49698402456852,9.19343978322513,264
413,219011871,45.4737352,9.2092735,264
51,119010901,45.5120113,9.2246242,264
118,219011031,45.491313438911,9.242218940227758,265
1644,3718006315,45.49498245505014,9.191516003025301,265
493,519011956,45.47651929154439,9.210636629682654,265
933,1419015151,45.47771748221647,9.225216262309914,265
2759,4318008074,45.48558889336825,9.182770989507842,265
2585,4318007830,45.47982407724325,9.201062771616991,266
1700,4118006398,45.49323628267935,9.190795551426053,266
640,1219014439,45.4816124,9.1998949,266
1809,4118006559,45.49295344210312,9.190611237034886,266
1972,4118006901,45.48909670495429,9.241816846217262,267
919,1219014747,45.48459615261113,9.21536602060496,267
981,1419015256,45.478794384589996,9.225736764165275,267
908,1219014736,45.48293022433828,9.213355625055783,267
167,219011612,45.5068246,9.2346835,267
2563,4318007808,45.483248267889465,9.242492558728033,267
1410,3718005992,45.47681426939196,9.209869609279508,267
416,219011874,45.47407254211261,9.209210267829008,267
424,219011884,45.4846446,9.2289514,267
327,219011780,45.4920732,9.2283948,267
2583,4318007828,45.496462367628936,9.193094071448288,268
2652,4318007939,45.51589189581336,9.203031266558241,268
2382,4318007587,45.46929703798276,9.235052561902306,268
159,219011602,45.49780899252468,9.22532338033875,268
1132,3718005532,45.52236407348846,9.212401311951568,268
2516,4318007750,45.519102340490704,9.19754681516747,268
2094,4118007067,45.50371740288914,9.204638360654144,269
2136,4118007111,45.49499539999999,9.1969976,269
670,1219014469,45.46809835384908,9.206825179561292,269
2789,4318008126,45.4905632,9.1892191,269
1505,3718006149,45.51044264587945,9.208457953164723,269
1956,4118006848,45.49022609619904,9.243012320474575,270
1739,4118006467,45.5095136,9.1923475,270
1386,3718005958,45.48619927087965,9.199744665597224,270
1774,4118006514,45.5243969,9.1918955,270
769,1219014574,45.484862735116565,9.20321028566741,270
1207,3718005683,45.49624910000001,9.1980851,270
1622,3718006289,45.49518698816304,9.189590547937314,270
1342,3718005881,45.4877433,9.1935311,270
2378,4318007579,45.48130620000001,9.2492241,270
1534,3718006181,45.4918282,9.194487400000002,270
1232,3718005713,45.46755902261727,9.210518271359774,271
993,1419015269,45.47700814600728,9.226617287851466,271
457,219011918,45.4767336117537,9.217532330688528,271
1550,3718006198,45.52288055328057,9.209586239832788,271
1469,3718006087,45.48412223916607,9.196542233138187,271
2112,4118007086,45.48663173243885,9.186809928275352,271
1275,3718005774,45.5115073,9.2153606,272
1465,3718006078,45.49856210654779,9.199700524503669,272
1632,3718006301,45.4842186,9.2409756,272
2935,5018009451,45.48443687182,9.219221142796528,272
275,219011726,45.47971293846186,9.211198038081532,272
1531,3718006178,45.49500230790736,9.211660613311892,272
709,1219014510,45.48085035064422,9.188244962001818,272
57,119010909,45.5116494,9.2349706,272
771,1219014576,45.48538747115203,9.202719009160203,272
2836,5018009333,45.5083885,9.2236525,272
2021,4118006983,45.507193282439296,9.204071531818839,272
1334,3718005858,45.4815005,9.1974284,273
276,219011727,45.47852208881442,9.220618989943661,273
1761,4118006496,45.51066158611538,9.212276378713568,273
1355,3718005915,45.483145952122186,9.199417978175576,273
1773,4118006513,45.49912943825391,9.200488050827856,273
848,1219014656,45.48448170271875,9.214864996958909,274
1341,3718005879,45.50218252178023,9.211483247481283,274
1416,3718006001,45.48749932283259,9.194151640506902,274
2611,4318007859,45.4811046,9.2054518,274
2073,4118007043,45.48895199910632,9.190316995451669,274
1889,4118006681,45.47334145171174,9.246969834806578,274
76,219010932,45.50995771978092,9.247973286485603,274
1263,3718005755,45.51889382616257,9.225150440470543,274
3038,5018009654,45.4709628,9.2301679,274
2407,4318007613,45.4837057,9.2252308,275
2678,4318007967,45.517926920966815,9.186796480043538,275
2280,4318007462,45.47110599279204,9.214672081091976,275
1123,3718005523,45.5148799790009,9.221886080766012,275
2524,4318007761,45.506600174320155,9.199974347201078,275
148,219011590,45.508905695735656,9.246916396599318,275
2468,4318007687,45.49439574978,9.2218517062704,275
2981,5018009595,45.49063576390889,9.22505941346344,276
2539,4318007779,45.51595271123192,9.202664234881466,276
1500,3718006141,45.4968583244071,9.21335054314261,276
252,219011703,45.479192426594274,9.219378584664812,276
1748,4118006477,45.514311514998816,9.1974192338796,276
2758,4318008072,45.48282111199506,9.186029019044668,276
604,1219014401,45.478269608294745,9.227048628034142,276
1488,3718006125,45.48945627987436,9.195915273799416,276
1875,4118006650,45.477270761083886,9.24573648881369,277
1878,4118006656,45.490538429348256,9.242999048365164,277
1847,4118006615,45.49161830157501,9.230771703003713,277
225,219011673,45.47786039604253,9.204459742849394,277
2823,4718009318,45.484270630113954,9.21589527067306,277
1319,3718005825,45.49082620000001,9.1938585,277
3099,5018009836,45.51206298650568,9.259902733663468,277
3004,5018009619,45.50291085238607,9.241099713491847,277
746,1219014549,45.48035302761733,9.186787964416453,277
703,1219014503,45.47064955047957,9.206613529187507,277
16,119010255,45.51743130039819,9.225976688987998,277
2949,5018009465,45.48546550858324,9.221219003826038,277
1901,4118006707,45.48190805466462,9.192204038674843,277
2791,4718009279,45.483962146034614,9.216285879051382,278
696,1219014495,45.48099340770798,9.187117186575732,278
2986,5018009600,45.50759930790321,9.24513429146714,278
1086,3718005470,45.482731236580655,9.216807901571997,278
1013,1419015447,45.48134715682309,9.211849275094213,278
743,1219014546,45.48248120942109,9.187326367690957,278
575,1219014371,45.486295333364716,9.206853918650497,279
557,1219014340,45.47837868286361,9.20888846585524,279
1747,4118006476,45.5176007,9.192183,279
1781,4118006522,45.49599644922121,9.20525233153137,279
1466,3718006081,45.48569619299099,9.199026313166767,279
2851,5018009349,45.515929287044564,9.237999022711733,280
