,Unnamed: 0,bin_serial,row_id,id,bin_level,occluded,created_at,detected_at,raw_data_id,raw_data_setting_id,Seriale,DataUltimaRilevazione,DataUltimaTrasmissione,DataPrimaInstallazione,Esterno,Latitudine,Longitudine,Indirizzo,Cap,UnitaTerritoriale,Viario,Tronco,AreaGestionale,TipoAnomalia,to_visit,date,hour,Cluster_labels,Silhouette
389,389,1219014738,234188,14955724,4,2,2019-09-03 09:51:31,2019-09-03 09:51:30,256621019,21,1219014738,2019-04-11 11:08:10,2019-04-11 11:53:15,2019-07-16 08:49:44,Si,45.48299325799233,9.201660679782664,VIA PISANI VITTOR 22,20124,1 - OLGETTINA,1201.0,8.0,9 - CENTRALE - LORETO,,1,20190903,9,1,-0.14511009440734013
390,390,1219014739,234439,14959389,4,2,2019-09-03 10:31:48,2019-09-03 10:16:45,256650633,21,1219014739,2019-04-11 12:03:35,2019-04-11 12:03:35,2019-07-13 07:29:45,Si,45.48412770821382,9.21491110795114,PIAZZA ARGENTINA 4,20124,1 - OLGETTINA,2233.0,7.0,2 - PORTA VENEZIA - BUENOS AIRES,,1,20190903,10,11,0.5746277070503226
391,391,1219014742,235347,14946286,2,2,2019-09-03 08:08:14,2019-09-03 08:08:07,256544934,21,1219014742,2019-04-11 09:55:14,2019-04-11 11:40:29,2019-07-13 07:36:10,Si,45.484368728585316,9.215158477107934,PIAZZA ARGENTINA 6/M01,20124,1 - OLGETTINA,2233.0,7.0,2 - PORTA VENEZIA - BUENOS AIRES,,1,20190903,8,11,0.5736979051771846
392,392,1219014743,235687,14960880,2,2,2019-09-03 10:47:16,2019-09-03 10:32:14,256662028,21,1219014743,2019-04-11 09:18:31,2019-04-11 11:49:11,2019-07-16 08:45:28,Si,45.482158713714284,9.200890418518268,VIA PISANI VITTOR 14,20124,1 - OLGETTINA,1201.0,4.0,9 - CENTRALE - LORETO,,1,20190903,10,1,0.06953257763348955
393,393,1219014744,235905,14961833,3,2,2019-09-03 10:56:29,2019-09-03 10:56:28,256668759,21,1219014744,2019-04-11 10:41:33,2019-04-11 11:56:43,2019-07-17 09:55:56,Si,45.480023811596524,9.192190655985996,PIAZZALE PRINCIPESSA CLOTILDE 11,20121,1 - OLGETTINA,1061.0,6.0,8 - GARIBALDI REPUBBLICA - ISOLA,,1,20190903,10,10,0.6074841647446765
394,394,1219014748,237197,14925111,4,1,2019-09-03 01:50:20,2019-09-03 01:50:18,256263762,21,1219014748,2019-04-11 10:48:16,2019-04-11 11:48:27,2019-07-16 08:46:12,Si,45.48231122851301,9.201036042780174,VIA PISANI VITTOR 16,20124,1 - OLGETTINA,1201.0,6.0,9 - CENTRALE - LORETO,,1,20190903,1,1,0.03344551412375896
395,395,1419015135,237969,14955235,2,2,2019-09-03 09:46:21,2019-09-03 09:31:17,256617248,21,1419015135,2019-04-11 07:06:03,2019-04-11 11:47:48,2019-07-30 08:14:58,Si,45.478041573049936,9.224341504847756,PIAZZA LEONARDO DA VINCI,20133,1 - OLGETTINA,2208.0,65.0,22 - CITTA' STUDI - LAMBRATE,,1,20190903,9,8,0.5940452890055107
396,396,1419015147,238994,14944625,1,2,2019-09-03 07:48:38,2019-09-03 07:37:32,256530649,21,1419015147,2019-04-11 09:20:00,2019-04-11 11:50:26,2019-07-30 09:47:46,Si,45.478504432895384,9.224036417424259,PIAZZA LEONARDO DA VINCI 3,20133,1 - OLGETTINA,2208.0,65.0,22 - CITTA' STUDI - LAMBRATE,,1,20190903,7,8,0.6288486899760505
397,397,1419015148,239120,14956003,4,1,2019-09-03 09:54:24,2019-09-03 09:54:19,256623121,21,1419015148,2019-04-11 10:10:27,2019-04-11 11:55:41,2019-07-30 07:53:02,Si,45.47783195089447,9.225260660590381,PIAZZA LEONARDO DA VINCI,20133,1 - OLGETTINA,2208.0,65.0,22 - CITTA' STUDI - LAMBRATE,,1,20190903,9,8,0.5686226947775035
398,398,1419015149,239314,14962886,4,1,2019-09-03 11:07:07,2019-09-03 10:52:04,256676519,21,1419015149,2019-04-11 11:37:47,2019-04-11 11:37:47,2019-07-29 07:34:26,Si,45.47788924729082,9.226931214826324,PIAZZA LEONARDO DA VINCI 32,20133,1 - OLGETTINA,2208.0,40.0,22 - CITTA' STUDI - LAMBRATE,,1,20190903,10,8,0.4882757587958424
399,399,1419015161,241355,14941663,4,1,2019-09-03 07:17:18,2019-09-03 07:17:17,256507603,21,1419015161,2019-04-11 11:49:17,2019-04-11 11:49:17,2019-07-30 08:16:20,Si,45.47811971016775,9.22422671557274,PIAZZA LEONARDO DA VINCI,20133,1 - OLGETTINA,2208.0,65.0,22 - CITTA' STUDI - LAMBRATE,,1,20190903,7,8,0.6001683530303555
400,400,1419015163,241589,14961041,4,1,2019-09-03 10:49:05,2019-09-03 10:34:00,256663354,21,1419015163,2019-04-11 09:50:02,2019-04-11 11:50:21,2019-07-30 08:17:36,Si,45.478295254824154,9.224464818560818,PIAZZA LEONARDO DA VINCI,20133,1 - OLGETTINA,2208.0,65.0,22 - CITTA' STUDI - LAMBRATE,,1,20190903,10,8,0.6189050821776543
401,401,1419015169,242384,14955229,2,2,2019-09-03 09:46:20,2019-09-03 09:31:15,256617220,21,1419015169,2019-04-11 09:17:30,2019-04-11 11:47:54,2019-07-30 08:45:13,Si,45.47770409923299,9.22431474831285,PIAZZA LEONARDO DA VINCI 2,20133,1 - OLGETTINA,2208.0,65.0,22 - CITTA' STUDI - LAMBRATE,,1,20190903,9,8,0.5553864173526474
402,402,1419015175,243209,14938915,4,1,2019-09-03 07:00:53,2019-09-03 06:45:51,256495382,21,1419015175,2019-03-11 10:02:49,2019-04-11 12:03:10,2019-07-30 07:59:44,Si,45.47818904739633,9.224832170602326,PIAZZA LEONARDO DA VINCI,20133,1 - OLGETTINA,2208.0,65.0,22 - CITTA' STUDI - LAMBRATE,,1,20190903,6,8,0.6105639424443986
403,403,1419015180,243589,14961040,4,1,2019-09-03 10:49:04,2019-09-03 10:48:59,256663341,21,1419015180,2019-04-11 11:19:07,2019-04-11 11:49:12,2019-07-30 07:48:07,Si,45.47825763323742,9.2250134199096,PIAZZA LEONARDO DA VINCI,20133,1 - OLGETTINA,2208.0,65.0,22 - CITTA' STUDI - LAMBRATE,,1,20190903,10,8,0.6158594903730309
404,404,1419015232,244008,14946418,4,1,2019-09-03 08:09:40,2019-09-03 07:54:38,256546047,21,1419015232,2019-04-11 08:40:25,2019-04-11 11:40:54,2019-07-27 07:38:33,Si,45.477989824906686,9.22573871093607,PIAZZA LEONARDO DA VINCI,20133,1 - OLGETTINA,2208.0,65.0,22 - CITTA' STUDI - LAMBRATE,,1,20190903,7,8,0.5744523513502373
405,405,1419015235,244295,14961768,4,1,2019-09-03 10:55:59,2019-09-03 10:55:54,256668353,21,1419015235,2019-04-11 11:42:19,2019-04-11 11:57:19,2019-07-27 08:54:25,Si,45.47865604244682,9.22653998514886,PIAZZA LEONARDO DA VINCI,20133,1 - OLGETTINA,2208.0,50.0,22 - CITTA' STUDI - LAMBRATE,,1,20190903,10,8,0.5902355506676756
406,406,1419015237,244678,14947384,3,1,2019-09-03 08:20:29,2019-09-03 08:05:23,256554171,21,1419015237,2019-04-11 11:52:02,2019-04-11 11:52:02,2019-07-27 08:49:26,Si,45.478214225767225,9.225864152498618,PIAZZA LEONARDO DA VINCI,20133,1 - OLGETTINA,2208.0,65.0,22 - CITTA' STUDI - LAMBRATE,,1,20190903,8,8,0.5917372138164124
407,407,1419015250,247197,14932929,4,1,2019-09-03 05:43:27,2019-09-03 05:32:23,256438288,21,1419015250,2019-02-11 20:02:07,2019-04-11 11:45:46,2019-07-29 07:42:40,Si,45.4778011804085,9.226876453731393,PIAZZA LEONARDO DA VINCI 32,20133,1 - OLGETTINA,2208.0,15.0,22 - CITTA' STUDI - LAMBRATE,,1,20190903,5,8,0.48211010055311376
408,408,1419015251,247341,14959694,4,1,2019-09-03 10:35:19,2019-09-03 10:20:18,256653129,21,1419015251,2019-03-11 00:23:38,2019-04-11 11:36:34,2019-07-27 08:03:47,Si,45.47901825704892,9.226586724428671,PIAZZA LEONARDO DA VINCI 36/P01,20133,1 - OLGETTINA,2208.0,70.0,22 - CITTA' STUDI - LAMBRATE,,1,20190903,10,8,0.6109379910341933
409,409,1419015261,248862,14956531,4,1,2019-09-03 10:00:10,2019-09-03 10:00:08,256627363,21,1419015261,2019-02-11 17:02:07,2019-04-11 12:01:46,2019-07-27 07:58:49,Si,45.47913917548171,9.22657088649612,PIAZZA LEONARDO DA VINCI 36/P01,20133,1 - OLGETTINA,2208.0,70.0,22 - CITTA' STUDI - LAMBRATE,,1,20190903,10,8,0.6184585116599915
410,410,1419015270,250661,14962566,1,2,2019-09-03 11:04:15,2019-09-03 10:49:12,256674443,21,1419015270,2019-04-11 10:35:23,2019-04-11 11:35:33,2019-07-27 08:02:36,Si,45.479163068737385,9.226523145888336,PIAZZA LEONARDO DA VINCI 36/P01,20133,1 - OLGETTINA,2208.0,70.0,22 - CITTA' STUDI - LAMBRATE,,1,20190903,10,8,0.6227094455866763
411,411,1419015272,250984,14961862,3,1,2019-09-03 10:56:43,2019-09-03 10:41:40,256668938,21,1419015272,2019-03-11 05:15:49,2019-04-11 11:58:04,2019-07-27 07:55:05,Si,45.47908662561681,9.226270092528694,PIAZZA LEONARDO DA VINCI,20133,1 - OLGETTINA,2208.0,72.0,22 - CITTA' STUDI - LAMBRATE,,1,20190903,10,8,0.6335606623412839
412,412,1419015278,252366,14943842,4,1,2019-09-03 07:40:08,2019-09-03 07:40:07,256524281,21,1419015278,2019-04-11 11:42:05,2019-04-11 11:42:05,2019-07-27 09:39:18,Si,45.47827318539894,9.226816477201057,PIAZZA LEONARDO DA VINCI 36,20133,1 - OLGETTINA,2208.0,40.0,22 - CITTA' STUDI - LAMBRATE,,1,20190903,7,8,0.5376963145762658
413,413,1419015424,252619,14962603,2,2,2019-09-03 11:04:38,2019-09-03 10:49:33,256674669,21,1419015424,2019-04-11 09:14:19,2019-04-11 11:59:44,2019-07-13 07:32:45,Si,45.48414655792772,9.214972202409056,PIAZZA ARGENTINA 4,20124,1 - OLGETTINA,2233.0,7.0,2 - PORTA VENEZIA - BUENOS AIRES,,1,20190903,10,11,0.5748944391228005
414,414,1419015436,253779,14945057,4,1,2019-09-03 07:53:24,2019-09-03 07:53:23,256534225,21,1419015436,2019-03-11 13:55:21,2019-04-11 11:25:05,2019-07-13 08:22:10,Si,45.48117941350203,9.21183353529591,CORSO BUENOS AIRES 54,20124,1 - OLGETTINA,2129.0,9.0,2 - PORTA VENEZIA - BUENOS AIRES,,1,20190903,7,11,0.3467659830380005
415,415,1419015438,254134,14956323,2,2,2019-09-03 09:57:52,2019-09-03 09:57:50,256625703,21,1419015438,2019-04-11 11:04:14,2019-04-11 12:04:24,2019-07-13 09:26:34,Si,45.48316020201254,9.213806357803264,CORSO BUENOS AIRES,20131,1 - OLGETTINA,2129.0,11.0,2 - PORTA VENEZIA - BUENOS AIRES,,1,20190903,9,11,0.5425357567601375
416,416,1419015439,254564,14947714,2,2,2019-09-03 08:24:34,2019-09-03 08:09:29,256557106,21,1419015439,2019-04-11 11:56:19,2019-04-11 11:56:19,2019-07-13 09:23:27,Si,45.48268827162572,9.2133316996576,CORSO BUENOS AIRES 59,20124,1 - OLGETTINA,2129.0,11.0,2 - PORTA VENEZIA - BUENOS AIRES,,1,20190903,8,11,0.511057636157468
417,417,1419015440,254877,14947478,4,1,2019-09-03 08:21:34,2019-09-03 08:06:32,256554977,21,1419015440,2019-04-11 09:52:36,2019-04-11 11:52:56,2019-07-13 08:20:25,Si,45.480556925570745,9.211212923137397,CORSO BUENOS AIRES 48,20124,1 - OLGETTINA,2129.0,9.0,2 - PORTA VENEZIA - BUENOS AIRES,,1,20190903,8,11,0.25964065099746253
418,418,1419015442,255563,14958776,2,2,2019-09-03 10:25:09,2019-09-03 10:10:04,256645698,21,1419015442,2019-04-11 11:55:57,2019-04-11 11:55:57,2019-06-07 08:05:11,Si,45.4865865,9.2164507,PIAZZALE LORETO 9,20131,1 - OLGETTINA,2264.0,25.0,9 - CENTRALE - LORETO,,1,20190903,10,11,0.5052002475264638
419,419,1419015448,256555,14956261,4,2,2019-09-03 09:57:15,2019-09-03 09:57:13,256625247,21,1419015448,2019-04-11 10:43:41,2019-04-11 11:58:51,2019-07-13 09:25:35,Si,45.48309141090976,9.213728116759851,CORSO BUENOS AIRES,20131,1 - OLGETTINA,2129.0,11.0,2 - PORTA VENEZIA - BUENOS AIRES,,1,20190903,9,11,0.5382219580952666
420,420,1419015450,257221,14951569,4,2,2019-09-03 09:07:38,2019-09-03 09:07:35,256588668,21,1419015450,2019-04-11 10:38:47,2019-04-11 11:38:57,2019-07-13 08:36:30,Si,45.4819705,9.2124677,CORSO BUENOS AIRES 53,20124,1 - OLGETTINA,2129.0,10.0,2 - PORTA VENEZIA - BUENOS AIRES,,1,20190903,9,11,0.43189705715204935
421,421,1419015454,257554,14946522,4,1,2019-09-03 08:10:37,2019-09-03 08:10:37,256546836,21,1419015454,2019-04-11 09:41:21,2019-04-11 11:41:41,2019-07-13 08:39:49,Si,45.48226840471017,9.212914959276759,CORSO BUENOS AIRES 1,20124,1 - OLGETTINA,2129.0,11.0,2 - PORTA VENEZIA - BUENOS AIRES,,1,20190903,8,11,0.4751320352481533
422,422,1419015458,257773,14952892,4,2,2019-09-03 09:21:52,2019-09-03 09:06:51,256599203,21,1419015458,2019-04-11 09:52:30,2019-04-11 11:52:49,2019-07-13 09:21:12,Si,45.48248513881999,9.213119578534132,CORSO BUENOS AIRES 64,20124,1 - OLGETTINA,2129.0,11.0,2 - PORTA VENEZIA - BUENOS AIRES,,1,20190903,9,11,0.49404799739507094
423,423,1419015460,258098,14958825,4,2,2019-09-03 10:25:41,2019-09-03 10:25:38,256646105,21,1419015460,2019-04-11 10:41:46,2019-04-11 11:56:55,2019-07-13 08:24:07,Si,45.48144996788857,9.212075521396967,CORSO BUENOS AIRES 51,20124,1 - OLGETTINA,2129.0,9.0,2 - PORTA VENEZIA - BUENOS AIRES,,1,20190903,10,11,0.37971986494538335
424,424,1419015462,258466,14960763,4,1,2019-09-03 10:46:08,2019-09-03 10:31:05,256661170,21,1419015462,2019-04-11 09:46:59,2019-04-11 11:47:18,2019-07-13 08:14:24,Si,45.48028315511542,9.210785851683227,PIAZZA LIMA 1,20124,1 - OLGETTINA,2135.0,1.0,2 - PORTA VENEZIA - BUENOS AIRES,,1,20190903,10,11,0.19822836453047013
425,425,1419015468,259540,14927898,4,1,2019-09-03 03:42:38,2019-09-03 03:42:32,256348069,21,1419015468,2019-04-11 10:55:34,2019-04-11 11:10:34,2019-07-13 08:08:10,Si,45.48092590357739,9.211406768224382,CORSO BUENOS AIRES 45,20124,1 - OLGETTINA,2129.0,9.0,2 - PORTA VENEZIA - BUENOS AIRES,,1,20190903,3,11,0.2912231223180859
426,426,1419015691,260128,14960821,2,2,2019-09-03 10:46:42,2019-09-03 10:31:37,256661574,21,1419015691,2019-04-11 09:32:37,2019-04-11 11:47:58,2019-05-25 07:54:01,Si,45.4844807976223,9.211319286919775,VIA PERGOLESI GIOV. 17/P01,20124,1 - OLGETTINA,2231.0,2.0,2 - PORTA VENEZIA - BUENOS AIRES,,1,20190903,10,11,0.26404394471409837
427,427,2818001590,260794,14943705,4,1,2019-09-03 07:38:52,2019-09-03 07:38:47,256523229,21,2818001590,2019-04-11 09:06:18,2019-04-11 11:36:51,2018-10-08 09:55:44,Si,45.4678075036686,9.232572161250461,VIALE ARGONNE 52,20133,1 - OLGETTINA,3254.0,18.0,23 - CORSICA - FORLANINI,,1,20190903,7,14,0.5246805174660236
428,428,2818001955,261032,14953284,4,1,2019-09-03 09:25:46,2019-09-03 09:25:43,256602062,21,2818001955,2019-04-11 10:27:23,2019-04-11 11:57:38,2018-10-08 09:34:34,Si,45.46793544831709,9.232968129952496,VIALE ARGONNE 56,20133,1 - OLGETTINA,3254.0,160.0,23 - CORSICA - FORLANINI,,1,20190903,9,14,0.5181577331622301
429,429,2818001971,261324,14958381,3,1,2019-09-03 10:20:27,2019-09-03 10:20:22,256642369,21,2818001971,2019-04-11 10:06:44,2019-04-11 11:52:00,2018-07-31 08:52:51,Si,45.46785316874347,9.219775044525363,CORSO PLEBISCITI 8,20129,1 - OLGETTINA,3120.0,5.0,3 - PORTA ROMANA - XXII MARZO,,1,20190903,10,0,0.09006984755610042
430,430,3618004287,262047,14962298,4,1,2019-09-03 11:01:21,2019-09-03 10:46:19,256672345,21,3618004287,2019-04-11 10:04:24,2019-04-11 11:34:41,2019-03-16 08:56:49,Si,45.4825199,9.230739999999999,VIA PACINI G. 36,20131,1 - OLGETTINA,2571.0,15.0,22 - CITTA' STUDI - LAMBRATE,,1,20190903,10,4,0.09266849071878017
431,431,3618004289,262368,14945638,4,2,2019-09-03 08:00:34,2019-09-03 08:00:29,256539339,21,3618004289,2019-04-11 09:17:56,2019-04-11 12:03:48,2019-03-16 08:54:13,Si,45.4827783,9.2303836,VIA PACINI G. 35,20131,1 - OLGETTINA,2571.0,260.0,22 - CITTA' STUDI - LAMBRATE,,1,20190903,8,4,0.04781166366148389
432,432,3618004293,263157,14940215,4,1,2019-09-03 07:08:38,2019-09-03 06:53:32,256500984,21,3618004293,2019-04-11 11:25:16,2019-04-11 11:40:16,2019-03-16 07:35:27,Si,45.480756372362,9.224731310463195,VIA PACINI G. 2,20131,1 - OLGETTINA,2571.0,10.0,22 - CITTA' STUDI - LAMBRATE,,1,20190903,6,8,0.7185673920030725
433,433,3618004294,263421,14959372,4,1,2019-09-03 10:31:29,2019-09-03 10:16:25,256650361,21,3618004294,2019-04-11 11:32:52,2019-04-11 12:02:57,2019-03-16 08:24:33,Si,45.48318486365244,9.231379196920898,VIA PACINI G. 39,20131,1 - OLGETTINA,2571.0,5.0,22 - CITTA' STUDI - LAMBRATE,,1,20190903,10,4,0.2436767340462868
434,434,3618004298,264082,14942307,4,2,2019-09-03 07:24:02,2019-09-03 07:23:57,256512483,21,3618004298,2019-04-11 11:56:39,2019-04-11 11:56:39,2019-03-16 09:13:13,Si,45.481114399999996,9.2256273,VIA PACINI G. 11,20131,1 - OLGETTINA,2571.0,20.0,22 - CITTA' STUDI - LAMBRATE,,1,20190903,7,8,0.6937181781423348
435,435,3618004301,264396,14960877,4,1,2019-09-03 10:47:16,2019-09-03 10:32:11,256661988,21,3618004301,2019-02-10 07:17:08,2019-02-10 15:14:34,2019-03-16 10:57:43,Si,45.481456099999996,9.2342674,VIA GROSSICH ANTONIO 8,20131,1 - OLGETTINA,2576.0,20.0,22 - CITTA' STUDI - LAMBRATE,ANOMALIA TX,1,20190903,10,4,0.41298619394428
436,436,3618004310,265035,14951297,4,1,2019-09-03 09:04:37,2019-09-03 09:04:32,256586472,21,3618004310,2019-03-11 21:50:44,2019-04-11 12:04:05,2019-03-16 08:29:05,Si,45.483797340164394,9.233175016819699,VIA PACINI G. 57,20131,1 - OLGETTINA,2571.0,35.0,22 - CITTA' STUDI - LAMBRATE,,1,20190903,9,4,0.4581437937281443
437,437,3618004315,265258,14939454,4,2,2019-09-03 07:04:02,2019-09-03 06:48:59,256497704,21,3618004315,2019-04-11 11:15:25,2019-04-11 11:30:25,2019-03-16 09:52:38,Si,45.480777818468454,9.229824643846996,VIA PONZIO GIUSEPPE 35,20133,1 - OLGETTINA,2585.0,40.0,22 - CITTA' STUDI - LAMBRATE,,1,20190903,6,4,-0.22950063120417527
438,438,3618004316,265492,14954740,4,1,2019-09-03 09:41:30,2019-09-03 09:41:24,256613657,21,3618004316,2019-04-11 06:57:41,2019-04-11 11:43:27,2019-03-16 10:53:12,Si,45.482569299999994,9.2342079,VIA GROSSICH ANTONIO 19,20131,1 - OLGETTINA,2576.0,5.0,22 - CITTA' STUDI - LAMBRATE,,1,20190903,9,4,0.4690606467311409
439,439,3618004317,265816,14961006,4,1,2019-09-03 10:48:41,2019-09-03 10:48:38,256663081,21,3618004317,2019-04-11 10:25:49,2019-04-11 11:50:34,2019-03-16 10:42:46,Si,45.4828297,9.2353867,VIA BERUTO CESARE 27,20131,1 - OLGETTINA,2586.0,5.0,22 - CITTA' STUDI - LAMBRATE,,1,20190903,10,4,0.5236905433461716
440,440,3618004319,266498,14943163,4,2,2019-09-03 07:33:06,2019-09-03 07:33:04,256519122,21,3618004319,2019-09-19 07:33:15,2019-09-19 12:28:54,2019-03-16 10:23:04,Si,45.4821777,9.2300649,VIA PONZIO GIUSEPPE 82,20133,1 - OLGETTINA,2585.0,25.0,22 - CITTA' STUDI - LAMBRATE,ANOMALIA TX,1,20190903,7,4,-0.07346351265350946
441,441,3618004324,266926,14955996,3,1,2019-09-03 09:54:17,2019-09-03 09:54:13,256623039,21,3618004324,2019-04-11 09:18:07,2019-04-11 10:25:39,2019-03-16 09:49:40,Si,45.48143239826018,9.229741153633881,VIA PONZIO GIUSEPPE 75,20133,1 - OLGETTINA,2585.0,5.0,22 - CITTA' STUDI - LAMBRATE,,1,20190903,9,4,-0.19730001065383498
442,442,3618004574,268081,14958463,4,2,2019-09-03 10:21:26,2019-09-03 10:06:22,256643020,21,3618004574,2019-02-11 12:24:30,2019-04-11 11:54:38,2018-11-29 11:28:05,Si,45.484292738217036,9.236048296734454,PIAZZA BOTTINI ENRICO 2,20133,1 - OLGETTINA,2572.0,15.0,22 - CITTA' STUDI - LAMBRATE,,1,20190903,10,4,0.5327781256127544
443,443,3618004915,268583,14954029,4,1,2019-09-03 09:34:13,2019-09-03 09:25:08,256608243,21,3618004915,2019-04-11 10:10:12,2019-04-11 11:36:14,2019-05-03 10:28:24,Si,45.497883100073786,9.223541610817165,VIA FONSECA PIMENTEL ELEONORA 4,20127,1 - OLGETTINA,2325.0,12.0,20 - PADOVA - ADRIANO,,1,20190903,9,13,0.43614066585043487
444,444,3618004936,268815,14963651,3,1,2019-09-03 11:14:09,2019-09-03 10:59:05,256681801,21,3618004936,2019-02-11 09:45:35,2019-04-11 11:46:01,2019-05-03 08:38:08,Si,45.49751059655021,9.225504736209928,PIAZZALE GOVERNO PROVVISORIO 1,20127,1 - OLGETTINA,2331.0,10.0,20 - PADOVA - ADRIANO,,1,20190903,10,13,0.38631917981292974
445,445,3618004941,269348,14936645,4,1,2019-09-03 06:44:57,2019-09-03 06:29:56,256483692,21,3618004941,2019-04-11 10:30:27,2019-04-11 11:45:42,2019-05-03 07:21:44,Si,45.49310488830356,9.220058578681916,VIA TERMOPILI 14,20127,1 - OLGETTINA,2297.0,5.0,9 - CENTRALE - LORETO,,1,20190903,6,13,-0.01207337103581422
446,446,3618004944,269664,14957549,4,2,2019-09-03 10:11:20,2019-09-03 10:11:18,256635640,21,3618004944,2019-01-11 09:27:40,2019-04-11 11:43:08,2019-05-03 08:35:33,Si,45.497603067647475,9.225365597801556,PIAZZALE GOVERNO PROVVISORIO 5,20127,1 - OLGETTINA,2331.0,10.0,20 - PADOVA - ADRIANO,,1,20190903,10,13,0.39354803559355594
447,447,3618004958,270649,14962741,4,1,2019-09-03 11:05:52,2019-09-03 10:50:46,256675571,21,3618004958,2019-04-11 11:07:10,2019-04-11 11:37:16,2019-05-03 08:30:18,Si,45.49793386371694,9.22536935517121,VIA PRINETTI LUIGI 7,20127,1 - OLGETTINA,2329.0,25.0,20 - PADOVA - ADRIANO,,1,20190903,10,13,0.40600716056313296
448,448,3718005439,271282,14944355,4,1,2019-09-03 07:45:44,2019-09-03 07:30:39,256528474,21,3718005439,2019-03-11 13:33:06,2019-04-11 11:47:43,2019-02-23 09:32:14,Si,45.48546349401723,9.20919730852495,VIALE DORIA ANDREA,20124,1 - OLGETTINA,2230.0,462.0,9 - CENTRALE - LORETO,,1,20190903,7,11,-0.39950639023468826
449,449,3718005441,271698,14951345,3,2,2019-09-03 09:05:07,2019-09-03 09:05:05,256586892,21,3718005441,2019-03-09 11:05:05,2019-03-09 16:06:25,2019-02-28 09:22:59,Si,45.47076756130653,9.218472465971331,VIA MODENA GUSTAVO 36,20129,1 - OLGETTINA,3122.0,6.0,2 - PORTA VENEZIA - BUENOS AIRES,ANOMALIA TX,1,20190903,9,0,0.35096612203149286
450,450,3718005450,272388,14943442,4,1,2019-09-03 07:35:46,2019-09-03 07:35:43,256521103,21,3718005450,2019-04-11 09:07:44,2019-04-11 11:53:14,2019-02-21 09:14:13,Si,45.48743272939228,9.209085382329251,VIA SOPERGA 14/A,20127,1 - OLGETTINA,2262.0,25.0,9 - CENTRALE - LORETO,,1,20190903,7,11,-0.37405000389019044
451,451,3718005451,272587,14960465,4,1,2019-09-03 10:43:06,2019-09-03 10:43:02,256658904,21,3718005451,2019-04-11 08:14:32,2019-04-11 11:45:08,2019-02-18 07:34:56,Si,45.51378107291863,9.220632669457133,VIA GIACOMETTI PAOLO,20126,1 - OLGETTINA,2620.0,10.0,19 - GORLA - VILLA SAN GIOVANNI,,1,20190903,10,6,0.1422313671649467
452,452,3718005452,272909,14955475,4,1,2019-09-03 09:48:56,2019-09-03 09:33:56,256619250,21,3718005452,2019-04-11 09:09:43,2019-04-11 11:50:47,2019-02-28 09:43:12,Si,45.47078112629614,9.218540150427204,VIA MODENA GUSTAVO 36,20129,1 - OLGETTINA,3122.0,6.0,2 - PORTA VENEZIA - BUENOS AIRES,,1,20190903,9,0,0.3432652913418327
453,453,3718005455,273136,14962252,4,1,2019-09-03 11:01:05,2019-09-03 10:46:00,256672045,21,3718005455,2019-04-11 09:06:25,2019-04-11 12:02:32,2019-02-28 09:25:35,Si,45.470875494207505,9.218806678976533,VIA MODENA GUSTAVO 10,20129,1 - OLGETTINA,3122.0,6.0,2 - PORTA VENEZIA - BUENOS AIRES,,1,20190903,10,0,0.31217445354797363
454,454,3718005458,273640,14953446,4,1,2019-09-03 09:27:18,2019-09-03 09:27:16,256603198,21,3718005458,2019-02-11 09:02:52,2019-04-11 11:59:21,2019-02-19 09:50:42,Si,45.51581252890847,9.213762280849096,VIALE DELL'INNOVAZIONE 32,20126,1 - OLGETTINA,1731.0,214.0,18 - BICOCCA - GRECO,,1,20190903,9,6,0.5738419683378015
455,455,3718005466,275011,14959300,3,2,2019-09-03 10:30:46,2019-09-03 10:15:44,256649801,21,3718005466,2019-03-11 12:47:40,2019-04-11 12:02:26,2019-02-16 08:25:38,Si,45.523005,9.1916255,VIA ANTONIO DA SALUZZO,20162,1 - OLGETTINA,1608.0,15.0,17 - NIGUARDA - PARCO NORD,,1,20190903,10,9,0.5428425444352785
456,456,3718005469,275253,14946562,4,1,2019-09-03 08:11:03,2019-09-03 07:55:59,256547149,21,3718005469,2019-04-11 09:42:38,2019-04-11 11:43:03,2019-02-28 07:35:10,Si,45.468277169796075,9.214667887235462,VIA CASTEL MORRONE 1/A,20129,1 - OLGETTINA,3185.0,1.0,2 - PORTA VENEZIA - BUENOS AIRES,,1,20190903,7,0,0.5296180786390015
457,457,3718005480,276889,14947729,4,1,2019-09-03 08:24:42,2019-09-03 08:09:38,256557218,21,3718005480,2019-04-11 11:42:41,2019-04-11 11:57:41,2019-02-20 09:44:52,Si,45.520181,9.2182926,VIA CHIESE,20126,1 - OLGETTINA,1627.0,20.0,18 - BICOCCA - GRECO,,1,20190903,8,6,0.47729004330906527
458,458,3718005482,277226,14958451,4,1,2019-09-03 10:21:19,2019-09-03 10:21:14,256642933,21,3718005482,2019-03-11 07:09:23,2019-04-11 11:40:42,2019-02-16 09:44:55,Si,45.5138691,9.2173295,VIA BREDA ERNESTO 84,20126,1 - OLGETTINA,2342.0,180.0,19 - GORLA - VILLA SAN GIOVANNI,,1,20190903,10,6,0.3523886417553717
